51054: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.18495208, z: 9.5492735 }, raw_data: Vector3 { x: 120, y: 103, z: 5318 } }
4024545: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: 0, z: 1 } }
4024639: Barometer { pressure: 100842.0, temperature: 19.59, raw_data: 100842 }
4031318: Accelerometer { acceleration: Vector3 { x: 0.21188685, y: 0.17776948, z: 9.543886 }, raw_data: Vector3 { x: 118, y: 99, z: 5315 } }
4031387: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
4047358: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -2, y: 0, z: 0 } }
4047428: Accelerometer { acceleration: Vector3 { x: 0.20290859, y: 0.17956513, z: 9.536704 }, raw_data: Vector3 { x: 113, y: 100, z: 5311 } }
4047526: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: 1, z: 0 } }
4057243: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: 2, z: 0 } }
4067244: Accelerometer { acceleration: Vector3 { x: 0.20290859, y: 0.17597382, z: 9.533113 }, raw_data: Vector3 { x: 113, y: 98, z: 5309 } }
4067310: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: 1, z: 0 } }
4077248: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
4087204: Accelerometer { acceleration: Vector3 { x: 0.2208651, y: 0.16340427, z: 9.547478 }, raw_data: Vector3 { x: 123, y: 91, z: 5317 } }
4087282: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
4097251: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
4107333: Accelerometer { acceleration: Vector3 { x: 0.2100912, y: 0.15981296, z: 9.554661 }, raw_data: Vector3 { x: 117, y: 89, z: 5321 } }
4107418: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
4117257: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
4127252: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.16519992, z: 9.540296 }, raw_data: Vector3 { x: 122, y: 92, z: 5313 } }
4127328: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: 1 } }
4137263: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: 1 } }
4188486: Accelerometer { acceleration: Vector3 { x: 0.20829555, y: 0.16340427, z: 9.552865 }, raw_data: Vector3 { x: 116, y: 91, z: 5320 } }
4188556: Barometer { pressure: 100841.0, temperature: 19.59, raw_data: 100841 }
4188654: Accelerometer { acceleration: Vector3 { x: 0.2100912, y: 0.16879122, z: 9.531317 }, raw_data: Vector3 { x: 117, y: 94, z: 5308 } }
4188741: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
4188828: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -2, y: 0, z: 0 } }
4200827: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
4200901: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.16160862, z: 9.527725 }, raw_data: Vector3 { x: 124, y: 90, z: 5306 } }
4210214: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -2, y: -2, z: 0 } }
4221629: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -2, y: -3, z: 0 } }
4221707: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.15442601, z: 9.545682 }, raw_data: Vector3 { x: 124, y: 86, z: 5316 } }
4230432: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -3, y: -3, z: 0 } }
4240666: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0031958905, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -3, z: 1 } }
4240756: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.17058687, z: 9.540296 }, raw_data: Vector3 { x: 119, y: 95, z: 5313 } }
4250206: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -2, z: 1 } }
4260592: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
4260667: Accelerometer { acceleration: Vector3 { x: 0.2208651, y: 0.16519992, z: 9.54209 }, raw_data: Vector3 { x: 123, y: 92, z: 5314 } }
4270194: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
4281566: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: 0, z: 1 } }
4281637: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.16160862, z: 9.543886 }, raw_data: Vector3 { x: 124, y: 90, z: 5315 } }
4290355: Gyroscope { angular_velocity: Vector3 { x: -0.0010652968, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -1, y: 0, z: 1 } }
4341224: Barometer { pressure: 100840.0, temperature: 19.6, raw_data: 100840 }
4341305: Accelerometer { acceleration: Vector3 { x: 0.23343466, y: 0.16340427, z: 9.536704 }, raw_data: Vector3 { x: 130, y: 91, z: 5311 } }
4341387: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 1, z: 1 } }
4341481: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 1, z: 1 } }
4341578: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.16699557, z: 9.551069 }, raw_data: Vector3 { x: 122, y: 93, z: 5319 } }
4350928: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 0, z: 1 } }
4360877: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 0, z: 1 } }
4360953: Accelerometer { acceleration: Vector3 { x: 0.19752164, y: 0.16160862, z: 9.536704 }, raw_data: Vector3 { x: 110, y: 90, z: 5311 } }
4370921: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
4380974: Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.14724341, z: 9.5385 }, raw_data: Vector3 { x: 125, y: 82, z: 5312 } }
4381060: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
4390942: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
4400916: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.15981296, z: 9.556456 }, raw_data: Vector3 { x: 124, y: 89, z: 5322 } }
4401002: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
4410927: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
4420889: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.17058687, z: 9.543886 }, raw_data: Vector3 { x: 124, y: 95, z: 5315 } }
4420956: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
4430901: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -4, y: 0, z: 0 } }
4440923: Accelerometer { acceleration: Vector3 { x: 0.2172738, y: 0.16340427, z: 9.54209 }, raw_data: Vector3 { x: 121, y: 91, z: 5314 } }
4440993: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: 1, z: 0 } }
